id,value
1,22613203.38884685
2,22190976.232979305
4,18581800.748698823
5,18429741.281199425
6,18380439.991345905
10,18099737.27867277
11,17679196.321840934
15,15725913.059216995
17,17932428.023832858
23,17765643.229357667
25,16219350.07553742
28,17614538.029966276
31,15099381.573217228
35,17759935.724302735
39,16497846.971868064
40,13313654.391140956
43,14370430.897259016
48,13875765.03240405
51,13739699.557930622
55,12102937.367240727
56,11933984.72078484
57,10497587.716772445
61,14137888.367084984
62,13880685.86824201
69,13052126.691411082
70,13027820.608238306
71,13204875.282418456
74,16813973.508418288
80,14313263.57545327
82,13762435.981831722
84,14051052.28146651
85,16345133.639293589
88,13068130.00952046
90,10360449.359856585
91,13219079.884778578
95,15601047.316043373
101,13223169.93156702
104,12685624.531198949
111,10225424.73685522
113,10207741.952933978
116,14367932.903228823
120,13263479.332849175
122,10959688.382484546
130,10025565.705576733
136,13353527.900985513
138,16585931.34534891
141,9380890.733022364
144,13321119.790088482
146,12408322.741806284
147,12074658.658276908
150,12392118.686357766
151,13325820.89453227
152,12351608.547736477
158,6373093.6322430875
159,7302783.859481774
160,10651699.132091478
162,10585714.725704007
168,10403091.276262693
172,10177696.505704911
177,7370834.683976497
181,9730558.134661116
183,13533604.213797588
184,13546585.893275041
186,13204590.55357482
187,13110530.004502665
192,13449186.428467792
193,10316774.293726858
194,12611774.092859257
200,9806935.899812032
201,11744654.655750252
204,12192611.383043367
206,15919341.704574298
208,10148611.252235722
219,15458290.609121174
221,16265586.16487186
227,7829046.040239293
231,5994477.463370882
233,13982441.044708282
235,10267824.731837425
237,6552710.0499937795
238,7467076.585578643
239,7039122.724530525
255,9804936.446723636
258,12805583.216202129
260,9604206.220526569
272,9855794.530902512
273,12385731.382878266
275,10020657.130569959
279,9077525.328792434
281,12134832.196010295
284,12717825.979104977
286,9818607.249709064
292,12297974.145781115
300,11764518.792201485
301,12184370.625525348
303,11760428.745413043
304,12260686.383130886
315,12661800.908543143
318,14247496.366500087
320,6612211.872486547
322,9626020.235321019
323,8005899.977080304
326,7976025.118646361
328,7845049.358348672
337,12910883.971394502
339,9868817.394464731
342,12894921.837369889
343,13218914.405872338
360,12366049.145868633
364,12469259.307360958
365,12374151.173592892
367,9544527.836287461
368,8773154.975317314
369,11874582.659383021
372,8954450.858879868
376,13009034.567255102
379,12359348.480755106
380,10188719.916178739
383,11607402.05120454
385,11112964.714805529
386,11466922.90057186
390,9508897.349419367
391,12356574.228410508
393,12379719.948854059
400,8246232.162159278
403,9485280.389754564
413,7847381.873472626
416,7531249.411270532
423,8373447.277379217
424,6861249.5221320465
426,8802661.89326258
427,6908480.0262683965
428,9120447.226381395
429,9982220.177381365
431,5393716.904850464
432,9296016.232794363
433,9384266.085181445
439,5065621.59658226
443,9541346.644401167
444,12926887.289503884
446,10064166.717793446
449,12729461.14722478
456,9392368.112905703
457,6295801.30708332
464,8895410.917011552
468,12453126.58454122
472,6233420.571498185
474,9792245.831269138
