id,value
1,1525936.9142742658
2,1197425.09966604
4,1244355.3588957866
5,1244355.3588957866
6,1479006.655044519
10,1338215.8773552796
11,1291285.618125533
15,1103564.5812065469
17,1244355.3588957866
23,1385146.136585026
25,868913.2850578143
28,1197425.09966604
31,1197425.09966604
35,1385146.136585026
39,1525936.9142742658
40,1525936.9142742658
43,1150494.8404362935
48,1291285.618125533
51,1432076.3958147727
55,1009704.0627470539
56,1056634.3219768004
57,1103564.5812065469
61,1197425.09966604
62,1150494.8404362935
69,1291285.618125533
70,1432076.3958147727
71,1338215.8773552796
74,1338215.8773552796
80,1103564.5812065469
82,1056634.3219768004
84,1244355.3588957866
85,1197425.09966604
88,1244355.3588957866
90,1338215.8773552796
91,1338215.8773552796
95,1338215.8773552796
101,1385146.136585026
104,1525936.9142742658
111,1056634.3219768004
113,1103564.5812065469
116,1009704.0627470539
120,1197425.09966604
122,1150494.8404362935
130,1385146.136585026
136,1244355.3588957866
138,1385146.136585026
141,1338215.8773552796
144,1432076.3958147727
146,1385146.136585026
147,1432076.3958147727
150,1479006.655044519
151,1385146.136585026
152,1713657.9511932516
158,1197425.09966604
159,1197425.09966604
160,1009704.0627470539
162,1056634.3219768004
168,1056634.3219768004
172,1244355.3588957866
177,1056634.3219768004
181,1244355.3588957866
183,1103564.5812065469
184,1103564.5812065469
186,1150494.8404362935
187,1197425.09966604
192,1197425.09966604
193,1244355.3588957866
194,1291285.618125533
200,1244355.3588957866
201,1525936.9142742658
204,1338215.8773552796
206,1244355.3588957866
208,1291285.618125533
219,1432076.3958147727
221,1619797.4327337588
227,1009704.0627470539
231,1572867.1735040122
233,1056634.3219768004
235,1009704.0627470539
237,1056634.3219768004
238,1009704.0627470539
239,1056634.3219768004
255,1338215.8773552796
258,1244355.3588957866
260,1197425.09966604
272,1291285.618125533
273,1244355.3588957866
275,1197425.09966604
279,1197425.09966604
281,1197425.09966604
284,1291285.618125533
286,1385146.136585026
292,1291285.618125533
300,1479006.655044519
301,1479006.655044519
303,1432076.3958147727
304,1432076.3958147727
315,1666727.6919635052
318,1713657.9511932516
320,1385146.136585026
322,1009704.0627470539
323,962773.8035173074
326,1009704.0627470539
328,962773.8035173074
337,1150494.8404362935
339,1103564.5812065469
342,1009704.0627470539
343,1103564.5812065469
360,1385146.136585026
364,1150494.8404362935
365,1338215.8773552796
367,1150494.8404362935
368,1291285.618125533
369,1385146.136585026
372,1150494.8404362935
376,1150494.8404362935
379,1338215.8773552796
380,1150494.8404362935
383,1291285.618125533
385,1479006.655044519
386,1385146.136585026
390,1432076.3958147727
391,1432076.3958147727
393,1432076.3958147727
400,1525936.9142742658
403,1619797.4327337588
413,868913.2850578143
416,962773.8035173074
423,1244355.3588957866
424,1009704.0627470539
426,1009704.0627470539
427,1009704.0627470539
428,1197425.09966604
429,962773.8035173074
431,1291285.618125533
