id,value
1,36952175.77699267
2,38723505.67481733
4,32641890.417669673
5,30942411.463877466
6,28862885.11538882
10,30256222.909925405
11,30654122.69540307
15,25285567.09534417
17,31653589.708507586
23,29341333.8015332
25,26869348.218045026
28,29646127.218251448
31,23492354.858704723
35,28627030.228688963
39,26516930.94097139
40,21721080.534093793
43,23934070.30969228
48,24255890.964734297
51,20646028.508445624
55,18333299.174468562
56,18161239.537374828
57,24063405.8635494
61,24487232.042307697
62,23072280.611919377
69,22174642.487641897
70,22084284.47784959
71,20982731.883515906
74,28284486.357977685
80,22791930.957584154
82,25090153.835541997
84,23655856.463092346
85,28471516.72935344
88,22002489.001025487
90,14797877.342680676
91,20916809.22868897
95,27390458.00472632
101,21364194.63326151
104,18928978.27099806
111,17840257.609675374
113,17418662.605901927
116,23134854.354566187
120,23500025.33502814
122,16331612.01748137
130,14673905.089688176
136,21468494.958342057
138,27006606.785046417
141,15387809.539193884
144,20434123.001386438
146,20305309.627833553
147,20715471.947932683
150,19505862.22844177
151,21018210.606423546
152,16891393.50564209
158,8920717.656303491
159,9530162.57956146
160,17734506.350830566
162,16724038.882737445
168,15915365.069353502
172,15428500.972982313
177,16783624.642117538
181,14073613.423010277
183,22762497.719247
184,22600005.117983334
186,23533163.752838917
187,21879641.654382512
192,21615925.17668121
193,15449779.12927475
194,21261114.03987685
200,16037420.827161308
201,18900237.710324723
204,20686667.190700866
206,27280972.110279396
208,14883968.010969141
219,25512895.929637488
221,24090548.194552243
227,11635424.526380992
231,5271664.0623481395
233,23792295.72015157
235,17717410.2630324
237,11431277.056845702
238,21326526.15660525
239,10561084.44208864
255,13947207.598499388
258,21994363.759816542
260,14582949.85764164
272,14012990.43507025
273,21906090.227967385
275,26806367.708926897
279,15310709.271555273
281,20881063.24391659
284,20166243.265869714
286,13633256.615189139
292,20809850.04348862
300,18603334.235665325
301,18127084.92568653
303,18374633.681225173
304,18822606.386064153
315,17773592.34820797
318,22947139.49708368
320,6862059.221606618
322,15720664.453295233
323,10294151.355507169
326,10917468.028721008
328,11463271.03976458
337,21297753.425510995
339,14902439.713074533
342,21789968.481927294
343,20926568.37706922
360,19394281.995532017
364,21123707.177276198
365,19961363.162868023
367,16515818.220147492
368,13456497.762289967
369,18411366.916382
372,14668784.871966317
376,20942117.305456284
379,19720356.653757673
380,14374861.895604262
383,20095759.527070694
385,18898054.84676403
386,19118875.106308997
390,12281647.489585163
391,18892326.4563477
393,19080331.012221772
400,12328071.878567573
403,10712333.158318514
413,10496255.447163045
416,9735836.486440869
423,13710157.364245253
424,8956155.8403074
426,15784231.048149884
427,8542621.4968439
428,15168031.252195638
429,17157894.19233585
431,6849063.019001512
432,15578766.146810597
433,14436674.293874333
439,6545550.6560945045
443,16041297.256932046
444,20509749.714574356
446,15291162.957781821
449,21591007.617828693
456,14836397.993570222
457,6965570.437884197
464,15169125.25407817
468,22663598.130725373
472,8134423.171995204
474,15790153.684047356
483,13235398.643967416
488,13420031.185877759
494,14094230.295468576
499,12676255.281571131
505,18635447.175819576
506,13320300.16185285
510,5613229.250089385
511,14042783.848298918
512,16691326.826683115
517,11304347.235411678
521,18621701.333993573
522,11136216.063355416
523,12309133.618639247
526,12083623.529249182
531,11304347.235411678
540,16347274.62207238
547,10912561.34065551
555,15419002.14683639
556,10577749.484689234
563,4006145.605032629
564,14523760.501892336
566,7843369.791506029
573,6666069.996495908
574,9041245.75881085
581,8962161.823019896
588,7972341.774731884
590,9729733.89336318
591,8684822.216375897
595,7923309.25377119
596,13444368.0909399
597,8481530.273314815
599,8158785.958590636
600,20127108.417683218
602,6756477.812758435
603,14751035.417553708
606,13196818.210402055
613,12654816.206179287
615,13817584.261682145
620,15776652.413595231
623,7286613.955736762
624,18787036.448439643
628,7656286.240602393
630,6810638.742298499
635,7274107.697440129
636,13628881.568172863
638,14642373.202876259
662,11775249.504157765
664,12510795.491241457
665,12255092.506483397
670,18778130.33191387
672,13161590.778553253
677,19356327.03029904
680,12069588.766072845
695,12344687.047946375
705,11351203.8530798
713,10040347.483379608
716,15922518.154637802
717,16218738.840815656
720,9796151.074814852
723,8379658.358992526
725,8549509.69223808
731,5242049.939277129
733,5156277.222891487
734,7535946.669691055
738,8811962.330309987
740,6725538.771113253
743,6701136.509245295
747,8244464.8254536055
750,7501677.910519607
752,7763610.732293209
753,7984653.083877414
756,12689561.143772326
758,5429240.80669553
768,15114213.452189116
770,14348095.123301644
772,12975575.778067797
773,12552839.428152854
791,15237114.885357847
793,14551127.566269038
794,13072011.455620714
798,7615030.60548201
799,6422226.303099913
801,8256660.290498342
804,14681938.860081669
805,14162465.36835563
811,12451817.52744037
822,7987203.705811158
824,13630232.475164335
827,12470558.05033533
828,13002999.609182848
832,12691549.441336116
837,6594123.579500381
844,12142151.612946494
851,11803828.510095175
852,11327579.200116385
854,17505547.63205631
856,12666259.894634433
860,12858906.908976233
867,11157877.064474462
877,12059459.509584451
880,16306376.532968638
883,11590202.800934358
885,11033748.66402025
889,7179851.420208672
891,4365876.435196274
894,9097279.648899432
897,13126694.97987033
898,12232919.76310792
899,9270054.723104626
904,13315248.536765438
906,12579702.549681745
907,11499215.539421622
910,5139753.974459512
915,8244369.457602803
917,5407280.977520112
919,7343704.445927221
925,6462091.673287274
928,4616739.694654103
940,9558769.35149084
945,6975762.053219716
946,5289426.978154038
951,5142775.952439366
953,13308946.71448111
959,15364614.489571845
961,5477587.690890458
963,11562765.234246476
965,10322574.796477627
971,9462558.014701955
973,10347778.13047938
983,2893585.595442208
985,12240285.444947891
997,5255660.079237923
998,9924692.860179128
999,12152011.913098732
1004,9242257.947517047
1012,9937266.889994944
1014,13344821.993434818
1021,15645391.313018335
1024,7218705.325164498
1028,7252040.140942946
1034,12111472.071395006
1037,4859602.05715766
1038,8536356.987787154
1041,4889703.278458147
1043,6163265.703415353
1044,8400821.838105114
1048,8836178.102208966
1054,9749040.097257411
1058,11118999.092890348
1059,5323227.16916164
