id,value
1,21941892.345875442
2,21458598.297055457
4,18247232.161346592
5,18074754.969287585
6,18080044.24503906
10,17749513.986723825
11,17754803.2624753
15,15363833.614702836
17,17591785.654120762
23,17424273.004160065
25,15383222.282603934
28,17266544.671557
31,14714470.6173738
35,16971153.51847177
39,16976118.060570084
40,14147269.613740178
43,14383940.359058565
48,13882376.610135963
51,13754498.10701143
55,11663884.154422509
56,11496696.238114975
57,11269160.342847897
61,13729612.819631213
62,14270161.248083653
69,13434221.666545985
70,13434221.666545985
71,13601409.582853518
74,16448874.790121948
80,13900971.043891741
82,13738747.669682521
84,13226930.102910131
85,16329806.403395562
88,13443356.516597291
90,10345769.491863336
91,13237183.92075992
95,16000395.112878807
101,13237183.92075992
104,13108980.683982225
111,10561076.937752016
113,10556112.395653702
116,13909781.160289887
120,13246318.770811228
122,10517127.716123864
130,10010274.691449787
136,12911942.93819616
138,15798392.824994428
141,10122079.17089609
144,12911942.93819616
146,12783739.701418465
147,12846305.68348514
150,12783739.701418465
151,12906653.662444685
152,12783739.701418465
158,6675669.8610615395
159,6798583.822087759
160,10565247.24570501
162,10531227.108273486
168,10359074.649867639
172,9689998.25098434
177,8075739.173588483
181,10068648.038880724
183,13078011.886705212
184,13088265.704555001
186,12753889.871939935
187,13088265.704555001
192,12960062.467777306
193,9852221.625193562
194,12586701.955632402
200,9729307.664167343
201,12521064.70092138
204,12581412.679880926
206,15472827.108777508
208,9695287.526735818
219,15478116.384528983
221,15478116.384528983
227,7314571.696813144
231,6350428.878497781
233,13097400.55460631
235,10205986.125709726
237,7243969.9000038095
238,7348591.8342446685
239,7348591.8342446685
255,9365082.002073744
258,12300445.65259848
260,9537234.460479591
272,9364757.268420583
273,12300445.65259848
275,9531945.184728116
279,9801008.496285325
281,12467633.568906013
284,12261460.973068641
286,9370046.544172058
292,12261460.973068641
300,12133257.736290947
301,12133257.736290947
303,12133257.736290947
304,12251207.155218853
315,12256171.697317166
318,15082273.60515589
320,6148426.590613402
322,9919729.822675806
323,7490894.463171985
326,7485929.921073671
328,7323706.546864452
337,12437783.739427483
339,9752541.906368272
342,12806179.709474074
343,12767195.029944235
360,11931255.448406568
364,12432819.19732917
365,11931255.448406568
367,9034551.743758509
368,9083790.241138138
369,11808016.753727186
372,9647919.972127412
376,12103407.906812415
379,11936219.990504881
380,9713557.226838432
383,11975204.67003472
385,11870582.73579386
386,11808016.753727186
390,9044805.561608298
391,11936219.990504881
393,11936219.990504881
400,8979168.306897277
403,9039516.285856823
413,7327876.854817446
416,6998465.564300691
423,8714275.303293064
424,6703074.411215463
426,9489866.905871186
427,6826313.105894843
428,8586396.800168531
429,9889879.993197275
431,5694982.371271947
432,9594488.840112047
433,8886752.495352073
439,5762512.895436935
443,9422336.381706199
444,12446918.58947879
446,9555504.160582207
449,12279730.673171258
456,8886752.495352073
457,5828150.150147956
464,8758549.258574378
468,11940065.564804714
472,5694982.371271947
474,9255148.465398666
483,8586396.800168531
488,8714600.036946226
494,9155491.07325612
499,8653927.324333519
505,11482775.771163428
506,8714600.036946226
510,5822860.874396481
511,8653927.324333519
512,11606014.46584281
517,8586396.800168531
521,11605689.732189648
522,8714275.303293064
523,8714600.036946226
526,8714275.303293064
531,8586396.800168531
540,11545341.753230102
547,8653927.324333519
555,9564639.010633515
556,6667935.305985456
563,5374705.930806503
564,9726537.651189573
566,5599495.287082396
573,5604459.82918071
574,6500747.389677922
581,6500747.389677922
588,5670097.083891731
590,6338848.749121864
591,6338848.749121864
595,5837285.000199264
596,8934872.024933219
597,6506036.665429398
599,6205680.970245857
600,11152570.246501355
602,5502909.167584197
603,8556222.237036837
606,8895887.34540338
613,8394323.596480781
615,8997438.006999893
620,9063075.261710914
623,5541893.847114036
624,11152570.246501355
628,5374705.930806503
630,5876269.679729103
635,6004472.916506797
636,8561511.512788314
638,8890922.803305067
662,8266120.359703086
664,8266120.359703086
665,8394323.596480781
670,11280448.749625888
672,8561511.512788314
677,11285738.025377363
680,8389359.054382468
695,8328686.3417697605
705,8266120.359703086
713,8394323.596480781
716,11157534.788599668
717,11280448.749625888
720,6554156.195010545
723,6386968.278703012
725,6509882.239729229
731,5049464.948242743
733,5044500.406144429
734,5512044.017635504
738,6382003.736604698
740,5339566.825576495
743,5841455.308152258
747,6386968.278703012
750,6013607.766558105
752,5344856.101327971
753,5446406.762924484
756,8063793.338165544
758,5177668.185020437
768,9573773.860684823
770,8776818.958676994
772,8505009.1081286
773,8442443.126061926
791,8737834.279147156
793,8894768.377604898
794,8103102.751348546
798,5512044.017635504
799,5049464.948242743
801,6170541.8650158495
804,8900057.653356375
805,8398169.170780612
811,8063793.338165544
822,5339891.559229657
824,8771854.41657868
827,8058828.79606723
828,8069082.613917021
832,8069082.613917021
837,5885404.52978041
844,8064118.0718187075
851,8069082.613917021
852,8069082.613917021
854,10950243.224963814
856,8403458.446532087
860,8069082.613917021
867,8003445.359206
877,8069082.613917021
880,10950243.224963814
883,8064118.0718187075
885,7738552.355601786
889,6056762.754040938
891,4852427.202456678
894,7615638.394575566
897,7738877.089254947
898,7738552.355601786
899,7738552.355601786
904,7911029.547660794
906,7911029.547660794
907,7743841.631353261
910,4886447.339888204
915,7678204.37664224
917,4847137.926705202
919,5349026.409280965
925,4953977.864053192
928,4719259.423580671
940,7678204.37664224
945,5186803.0350717455
946,4852427.202456678
951,4852427.202456678
953,8579781.212890929
959,10629966.784498367
961,4724223.965678984
963,7678204.37664224
965,7738552.355601786
971,7610673.8524772525
973,7615638.394575566
983,4847462.660358365
985,7743841.631353261
997,4786789.9477456575
998,7743841.631353261
999,7743841.631353261
1004,7615638.394575566
1012,7743841.631353261
1014,8240116.104524385
1021,10502088.281373836
1024,5014325.843012735
1028,5186803.0350717455
1034,7615638.394575566
1037,4786789.9477456575
1038,5850265.424550403
1041,4852427.202456678
1043,4953977.864053192
1044,6189930.532916946
1048,5855554.700301879
1054,6853392.922395606
1058,7733587.813503472
1059,4786789.9477456575
1061,8579781.212890929
1068,7615638.394575566
1070,7615638.394575566
1075,8235151.562426072
1076,7738552.355601786
1078,4847137.926705202
1080,4891411.881986517
1082,6184641.25716547
1084,4786789.9477456575
1085,7615638.394575566
1088,5353990.951379279
1091,5889574.837733405
1094,6563291.045061853
1096,5455541.612975791
1099,5058599.798294051
1101,10630291.518151531
1103,7743841.631353261
1107,7905740.271909319
1108,7906065.005562481
1110,4719259.423580671
1117,7743841.631353261
1119,5555199.005118337
1120,5058599.798294051
1122,7743841.631353261
1130,6858682.198147081
1136,9415720.794428596
1137,7610673.8524772525
1139,5683077.50824287
1140,8240440.838177549
1141,5850265.424550403
1144,4847462.660358365
1148,4852427.202456678
1165,7738552.355601786
1168,9238279.060271274
1174,8451577.976113234
1179,5028749.968815519
1187,5520059.89988833
1188,7915199.855613789
1190,4456584.423083585
1196,7452620.786221027
1197,7418600.648789501
1200,5028749.968815519
1201,7920164.397712102
1203,4461548.965181898
1205,7791961.160934407
1208,7585788.565097036
1212,4521896.944141443
1213,4521896.944141443
1214,5525024.441986644
1217,7413311.373038026
1224,7290397.412011806
1228,5731521.771477179
1229,7418600.648789501
1239,4728394.273631978
1240,4521896.944141443
1247,5903674.229883025
1259,6031877.466660719
1261,7959149.07724194
1265,5023785.426717205
1268,4522221.6777946055
1269,7352963.39407848
1271,9085190.53611336
1274,7413636.106691187
1275,7418600.648789501
1276,5569298.397267958
1277,10310015.077686084
1278,5067734.648345358
1288,7290397.412011806
