id,Body Mass (g)
0,4384.652682852577
1,5613.338864233898
2,3643.8204559815367
3,3399.4647049072983
4,3504.2545001974086
5,4229.1639723605
6,4595.28692062017
7,5262.681271627856
8,4822.040903835584
9,4021.6305034113643
10,4213.371408018706
11,4602.6834485833415
12,4713.198225446201
13,4691.706082228132
14,5038.48962769719
15,5204.246594981882
16,4247.099770880378
17,3951.7113733445553
18,3514.060849413147
19,3611.7845744877663
20,4300.6340787840545
21,5501.782417147675
22,5403.056650644903
23,4115.182153433775
24,3506.985518622459
25,4590.195105109848
26,3590.8719900651195
27,4030.118991565524
28,4238.394528292882
29,4818.108826441546
30,3652.0472119844126
31,4734.800220938775
32,3556.3550434706285
33,4970.738906646033
34,4067.2052411012037
35,3230.4306728132697
36,4578.617794056215
37,3877.955587238121
38,4130.980834944815
39,4635.81950598928
40,4121.808659365549
41,3781.267723487466
42,3995.7899212685743
43,5337.547354787157
44,3801.595496995212
45,4728.426762452689
46,3706.460084778889
47,4361.14379614503
48,4727.307685408239
49,5469.495889379737
50,3785.3995764880933
51,4190.315191485632
52,3365.234122140505
53,4283.803014090943
54,4223.669928848878
55,4071.100632170229
56,4743.204560461305
57,4192.858374446742
58,4731.4386942285855
59,3708.620356831362
60,4220.572603365497
61,3687.3746815349514
62,4058.0671596313473
63,5444.936074546254
64,3372.1529405974243
65,4216.844686366101
66,4192.382749402561
67,4660.527452122508
68,3847.9755203422023
69,4008.0705595240543
70,4747.311922707975
71,3363.9409076400334
72,3561.6382024686236
73,3559.7879696757745
74,5379.020227028622
75,4456.280832629327
76,3400.797770859463
77,3974.3509671055062
78,5298.732509423088
79,4797.281591534795
80,4104.676243709393
81,3524.741383242349
82,4258.07523771017
83,4818.350199286457
84,5188.732802595882
85,4119.654441875234
86,5265.573010448697
87,4250.6725883156405
88,3563.6705230641405
89,5066.98559787807
90,4485.867548517726
91,3612.9993149779375
92,3744.667854962331
93,3784.624130323587
94,3426.216843254808
95,3522.1290954901024
96,3714.0131384121682
97,3199.241725336739
98,4973.300004608621
99,4156.552545305126
100,3614.371097695938
101,3353.9335065359223
102,3459.6785053822587
103,5310.405739871928
104,5854.616215732781
105,3322.136727923217
106,5229.853121685244
107,5311.7005259794105
108,4260.461084383371
109,3534.4466609472415
110,4476.023332980723
111,3402.941629139834
112,4146.102817996667
113,4042.204397712152
114,5256.459954556995
115,3931.8214533601376
116,3671.5861530988986
117,3571.017465131262
118,4190.680036530874
119,3904.8346739910967
120,4001.1897577639343
121,5180.6604665424275
122,3657.1270289926088
123,4419.784381626726
124,4122.496718629168
125,4074.537918384543
126,5199.205626481231
127,4315.201414889999
128,3501.836312699758
129,3879.1282321686745
130,4006.744101755464
131,3960.5453425410583
132,5294.257677711856
133,5252.1636914071005
134,5162.521959729697
135,3983.335173642832
136,3748.2248524783013
137,3517.6438163519047
138,4672.372001099114
139,3530.5921182141947
140,3876.9974092921675
141,4569.617311084416
142,3344.4885328696937
143,3293.521287425291
144,4310.33381940628
145,3496.483493246101
146,4616.43398980095
147,3774.952651367217
148,5342.73587499569
149,4294.967443395795
150,5384.004166385212
151,3487.9393008504617
152,4987.036110378677
153,5311.549320008642
154,4123.833695359721
155,5572.625200453299
156,3541.1825296477
157,4173.076195090972
158,3626.5749303172393
159,3483.7329622751477
160,3908.4488255060787
161,3494.5537767524056
162,3333.641066723553
163,3164.429687837225
164,5246.538684193848
165,3605.0213549985556
166,5383.981204156042
167,4727.8706254673425
168,3910.087372464684
169,3797.974726548784
170,5480.747731907811
171,3487.1357404888504
172,5320.427049112683
173,3469.9405575113624
174,3501.540858256861
175,4121.334157575555
176,4239.120493815286
177,4601.445179679763
178,5314.424041711645
179,3442.1376442651717
180,3935.1745406058362
181,4351.627090697599
182,3957.524378847876
183,4409.9430725743805
184,4495.483349129448
185,4481.619747910511
186,4863.749628693389
187,5269.947565108279
188,3416.779009373954
189,3134.5301917264896
190,4140.079194414168
191,3653.58048610488
192,3939.3891598432174
193,4190.426927371677
194,4974.244899966587
195,5300.2696427064375
196,4353.518443695738
197,5336.5819540737975
198,3661.0521861803927
199,3509.028170050635
200,3784.872505937885
201,4629.201104296681
202,3833.291511352939
203,4737.93085614063
204,4322.80341247055
205,3561.405785823966
206,3669.071610222433
207,4266.256828552364
208,4761.610678411234
209,4984.768977132189
210,3341.917050179406
211,3451.500981421582
212,3361.0565474925907
213,3779.394308856911
214,3699.3986500642463
215,3878.3263498105307
216,5419.379840387128
217,3748.222245094674
218,4266.968040250529
219,4051.963188759844
220,3603.4180701220484
221,3531.620769998476
222,4684.2108430348
223,4095.78887660926
224,4718.638657333287
225,4718.878485305122
226,4095.2077815136804
227,4149.628029333876
