id,Body Mass (g)
0,4363.679696130799
1,5637.41410928404
2,3626.2808905282545
3,3348.752735747001
4,3445.2397719699593
5,4199.97017570564
6,4586.322634754951
7,5294.743246559533
8,4774.208161741224
9,3994.8181197390136
10,4203.587328320603
11,4596.594546592311
12,4698.961197701339
13,4710.12617304883
14,5114.6739556993125
15,5279.570806690526
16,4257.106268148294
17,3948.6684528359556
18,3477.4136265858997
19,3634.7712793302794
20,4206.2365480258995
21,5518.0695715151805
22,5426.926942560238
23,4132.578498607962
24,3426.8736621384287
25,4595.316193913848
26,3493.149268711706
27,4107.6372458287815
28,4140.675852599279
29,4821.696417501971
30,3595.4416755608354
31,4740.251215920424
32,3505.8474607544313
33,4930.3824411935875
34,4029.05798073262
35,3268.2886547358403
36,4617.871980440648
37,3743.0199541611455
38,4067.586892329216
39,4680.96628407243
40,4155.8137968844685
41,3639.864600713359
42,4023.0758200732707
43,5359.195141826382
44,3749.7204852369455
45,4760.057290499867
46,3652.1424811263664
47,4268.163554691455
48,4747.056952635251
49,5533.396693970032
50,3728.312128782238
51,4132.493863456124
52,3442.6128913829134
53,4211.551856514469
54,4189.500443608666
55,4181.843522537941
56,4764.869796805368
57,4097.084801473216
58,4731.5845248483665
59,3583.395301290991
60,4202.201634809007
61,3578.846308155422
62,4045.8615451654346
63,5466.092585092163
64,3453.0520336883014
65,4190.890137476219
66,4171.0089461166335
67,4670.546314240264
68,3878.1373408898285
69,3964.31457511688
70,4757.15801230854
71,3353.199861420253
72,3535.9769413973327
73,3488.8435819111864
74,5416.829538215325
75,4401.709133711466
76,3399.2702139807893
77,3990.5749767897933
78,5339.823327878474
79,4775.7328018439575
80,4125.783969592998
81,3547.8190505748034
82,4194.997748188324
83,4811.678010251674
84,5217.9383225625
85,4147.689209673979
86,5328.789241288791
87,4298.517200411249
88,3562.750676904951
89,5142.258471617171
90,4525.681982314684
91,3651.878839062305
92,3665.8233924739516
93,3672.3130797892118
94,3384.9691878915914
95,3473.583788624074
96,3591.434715322476
97,3334.5752440810556
98,4925.005635105088
99,4188.411580393131
100,3534.8214643845135
101,3271.8755908506046
102,3378.2300103211364
103,5332.469163134863
104,5846.378212157752
105,3288.410281648242
106,5306.904538743012
107,5368.3913530784575
108,4166.018713246654
109,3425.9561353422664
110,4506.818256669323
111,3354.9377719855875
112,4120.0164083691
113,4018.8061299205056
114,5250.975736152981
115,3918.0107959126444
116,3622.060633220062
117,3506.934079541109
118,4296.990571634767
119,3944.6180247687007
120,4027.334194372565
121,5258.7065206325115
122,3526.0854997905144
123,4357.853370622663
124,4116.221438484971
125,4075.18502498775
126,5250.0982799338635
127,4196.9252779225935
128,3488.872587317851
129,3784.469900660372
130,4078.130341490102
131,3984.1134186742693
132,5338.376690761609
133,5299.542503953666
134,5244.032092724744
135,3971.801189759726
136,3619.858850244819
137,3502.236235101056
138,4650.025095710494
139,3499.486051920797
140,3942.0895781044565
141,4552.49041928232
142,3287.48609843234
143,3398.6315813165093
144,4278.544694759559
145,3422.4843100083613
146,4629.280604341834
147,3662.937433123278
148,5404.64257889448
149,4250.756021916374
150,5395.670979945303
151,3528.873981822453
152,4977.0386085591845
153,5339.006832900563
154,4191.560118505247
155,5610.66793381524
156,3570.546912010068
157,4143.65576585176
158,3575.5117365277274
159,3474.1227581914236
160,4026.5645787923554
161,3438.5715258814807
162,3316.7798310974013
163,3251.260662896787
164,5316.287682554694
165,3489.2866490066854
166,5397.9365238217115
167,4747.135586521001
168,3987.9990905863638
169,3803.969901469775
170,5512.11882834611
171,3453.257465259918
172,5337.425092168322
173,3410.961036499567
174,3524.399625254427
175,4131.604520636278
176,4217.009683600125
177,4636.740217885992
178,5372.4530654431255
179,3463.075559032011
180,3960.58270736932
181,4329.674730832065
182,3979.280299217211
183,4346.524896328082
184,4525.39204554609
185,4361.687410812796
186,4878.389577751297
187,5313.694312731446
188,3445.37063996867
189,3150.8118554549756
190,4237.509098834485
191,3563.243307508303
192,3733.0412800448603
193,4152.759248713574
194,4947.106981707791
195,5389.842762411427
196,4281.372391667687
197,5329.337259108619
198,3538.439832377104
199,3497.035539200998
200,3860.6975577605785
201,4645.600257921703
202,3881.180879278004
203,4736.168827782811
204,4274.776540470077
205,3522.826261598594
206,3552.81846240721
207,4234.746186713493
208,4799.672471914479
209,4954.80595789108
210,3289.1108877570123
211,3442.681356135268
212,3384.9631808642157
213,3708.9914938115326
214,3621.7354069069424
215,3943.381423050979
216,5445.993323194431
217,3677.3678640870867
218,4228.617344230202
219,4016.1673908241937
220,3596.5165807039857
221,3543.255853058796
222,4685.614235603493
223,4118.863038312565
224,4742.128519717777
225,4734.198968133871
226,4104.223452879177
227,4106.744753122485
