id,Body Mass (g)
0,4384.546388222937
1,5615.596520964372
2,3647.6238520424563
3,3394.911450812268
4,3448.9890005848774
5,4215.868460697745
6,4592.300938980064
7,5257.447520017971
8,4796.770270640168
9,3975.8480037188274
10,4222.0522687037
11,4593.73129267921
12,4713.274238258863
13,4695.952050395509
14,5051.840592125383
15,5215.157839705911
16,4249.087818079374
17,3954.142457120173
18,3514.810954237271
19,3625.6491209938613
20,4254.629858947855
21,5506.521057685532
22,5403.929761458928
23,4126.799691644875
24,3482.334585340057
25,4594.237500669712
26,3562.697443018504
27,4051.774441623296
28,4193.3012087044235
29,4808.182119031925
30,3638.1788535083415
31,4744.558210679634
32,3540.7107630533924
33,4960.1898749145
34,4044.830468462076
35,3243.1380094142532
36,4581.294839674696
37,3817.208060106681
38,4086.605678394401
39,4640.340679656861
40,4142.09126064069
41,3728.4829811056775
42,3989.8806562712793
43,5340.74913610044
44,3790.624681573711
45,4727.691836728703
46,3689.5719032373095
47,4320.1076817279345
48,4734.29233416037
49,5488.343593070268
50,3787.9840481404754
51,4151.5143899225395
52,3402.028055807828
53,4261.04789385315
54,4208.442186417454
55,4101.686888044204
56,4741.346587241801
57,4146.313693381623
58,4738.123838066814
59,3683.4033709198084
60,4205.548403945442
61,3650.4277247717364
62,4051.4562423735074
63,5455.278189492303
64,3407.395642405001
65,4204.969958318657
66,4191.758714613631
67,4653.678775612697
68,3863.6793865994673
69,3985.552899658098
70,4754.467168986892
71,3348.945837043946
72,3552.633229091247
73,3549.336220436317
74,5384.8152179693925
75,4435.52180062058
76,3414.5013503153773
77,3979.7083350504267
78,5311.5801488308725
79,4786.933158813848
80,4114.380355107019
81,3531.585559544757
82,4240.917240697424
83,4810.2618075872415
84,5201.146750783701
85,4134.957920513738
86,5276.159301224479
87,4261.717718620435
88,3580.38040881783
89,5088.118238630931
90,4501.12024323858
91,3633.119507386467
92,3713.555388228205
93,3763.7914078364124
94,3416.5846476567763
95,3508.785634900116
96,3663.999475010267
97,3245.5815637395813
98,4957.042850646317
99,4178.209832010294
100,3571.767771282517
101,3328.9413258986256
102,3423.636358085638
103,5315.465526797075
104,5838.855053517623
105,3318.414067981376
106,5250.693333543602
107,5317.660390541053
108,4228.913874565341
109,3495.1448345930517
110,4489.279138380306
111,3399.1969507125086
112,4151.490663676417
113,4010.484556206069
114,5255.537508157428
115,3925.191228011219
116,3666.9231758662677
117,3559.383950939022
118,4215.134378820432
119,3920.8078868950884
120,4002.6168105558977
121,5193.904746050946
122,3606.2011009035227
123,4415.016943449255
124,4125.355742864958
125,4076.486716475516
126,5204.479494615792
127,4260.672301531685
128,3514.3078638421653
129,3843.110013730122
130,4021.2146099591664
131,3977.423109928459
132,5297.228095258587
133,5253.625196823019
134,5179.308942078576
135,3951.742889839843
136,3695.5223378050723
137,3524.31100248403
138,4669.122830545112
139,3523.9999859695204
140,3903.5949607171133
141,4555.909236039032
142,3348.3577677533867
143,3335.279877201727
144,4313.459270356042
145,3480.774813451922
146,4620.662951995958
147,3734.6422557679234
148,5355.722593578107
149,4266.46957314999
150,5374.776919720313
151,3501.157661591369
152,4981.214406764997
153,5322.8164930413095
154,4146.004298660131
155,5578.636992023105
156,3563.6396939725178
157,4166.172751192781
158,3624.1762184585223
159,3481.4882293846517
160,3945.7464997351526
161,3487.3991215765213
162,3322.867433979561
163,3196.807315670485
164,5254.108648724177
165,3558.5175572810745
166,5380.035983077767
167,4731.54210876444
168,3928.896152226027
169,3779.8829154294835
170,5493.509337693401
171,3482.6624812527084
172,5327.01651091523
173,3453.6924681784803
174,3508.7719311961714
175,4129.749989618763
176,4244.640517648023
177,4606.375748830597
178,5319.639778944528
179,3449.8663789454095
180,3951.7748619423633
181,4348.6608369248725
182,3968.604478869593
183,4407.066856421031
184,4507.7149088146425
185,4431.911173241987
186,4865.699821927826
187,5270.144225421846
188,3433.1169671499524
189,3152.043380816887
190,4168.748678628443
191,3637.7316946870783
192,3875.137973936298
193,4181.410584420372
194,4967.308964380333
195,5324.544989567531
196,4310.594849972981
197,5327.937841370434
198,3615.639809916409
199,3520.3231988658395
200,3812.652541707162
201,4639.594559023463
202,3841.953010241543
203,4735.142119779086
204,4292.526620931525
205,3548.5354544718084
206,3641.8705889064404
207,4250.971793331548
208,4772.423541007888
209,4970.553850959118
210,3332.3503835962206
211,3458.773516256107
212,3360.5064965458764
213,3750.042042578763
214,3680.2527481663874
215,3894.335285760284
216,5417.87175060614
217,3727.2874339768114
218,4255.7641878163095
219,4019.3004747269
220,3588.9016302225205
221,3551.0670185324198
222,4684.017417395218
223,4109.551920764893
224,4731.27200752021
225,4715.356369400761
226,4103.213497439146
227,4124.35265136169
