id,Body Mass (g)
0,4323.435556454811
1,5404.505612952145
2,3794.561465137051
3,3645.874874292099
4,3562.8467004006943
5,4217.83585880143
6,4679.886451886085
7,5039.521142379725
8,4827.649479813962
9,3891.8445698462565
10,4181.935482791695
11,4661.453861952564
12,4775.185720034088
13,4708.193589810694
14,4901.020211781912
15,4950.462815754369
16,4213.849894817878
17,3999.4716200734215
18,3710.9773736349935
19,3687.893516807864
20,4225.529369914727
21,5280.39096524993
22,5228.8277695729585
23,4095.474628165838
24,3748.2040201084924
25,4681.024285076993
26,3776.04734586835
27,3948.0407377751517
28,4201.631385928262
29,4775.8087198247695
30,3829.019419050242
31,4780.259457220869
32,3735.6493930147185
33,4997.87569017957
34,4090.277383810553
35,3459.272791744818
36,4627.803910921788
37,3950.035075095346
38,4015.4666064835415
39,4598.948336445561
40,4058.505136686217
41,3893.7201483852587
42,3892.6706322332934
43,5191.00068852965
44,3901.1455371821557
45,4670.316305418146
46,3770.6141008953095
47,4307.598687807435
48,4738.034796269106
49,5208.594375892293
50,3899.314945276537
51,4113.320124080046
52,3450.4669344514905
53,4270.457105327101
54,4201.019371502132
55,3936.074638712805
56,4701.132268832524
57,4183.933760021965
58,4799.590312468859
59,3953.568142146599
60,4177.989193620717
61,3816.1272446854546
62,4087.1200134006685
63,5271.58198351453
64,3477.711811059028
65,4175.636417907884
66,4158.963339294007
67,4574.7920661631615
68,3889.4878110856057
69,4031.306310903625
70,4736.988296500555
71,3480.6373369515068
72,3690.323553843691
73,3764.7828000894324
74,5171.30361981728
75,4334.177031366978
76,3595.4228935845395
77,3971.374595302481
78,5114.687646159522
79,4736.23688199237
80,4081.0463024488226
81,3602.4395070487976
82,4288.412817014723
83,4760.08283676761
84,5070.640694396991
85,4063.8803062370685
86,5005.784689584364
87,4116.980286497236
88,3690.572624031675
89,4931.2038528726025
90,4575.99920364085
91,3678.1707144114794
92,3828.232312881274
93,4010.3230263775185
94,3632.2156669217466
95,3696.354550834585
96,3857.757269296886
97,3252.256688332085
98,4928.018626678506
99,4117.374673089521
100,3857.70004497944
101,3603.6975183388317
102,3623.4817816127943
103,5160.242791364513
104,5575.340634323531
105,3535.0493083811034
106,4996.179489677486
107,5064.969714263987
108,4291.741033153964
109,3724.054156880599
110,4580.235726901264
111,3628.986937042655
112,4143.446469886388
113,3953.029394488176
114,5156.154715967929
115,3950.4613320529324
116,3855.7488354616103
117,3745.4719552547376
118,4034.6653515700814
119,3941.0929221292445
120,3971.8234658340134
121,5005.736836886415
122,3824.270492967489
123,4393.696671575021
124,4101.7324701884845
125,4052.4201394084557
126,4983.256369984247
127,4276.625929909932
128,3671.391822535314
129,3954.628593146617
130,3865.388376441866
131,3951.8715041171063
132,5098.981365644802
133,5000.661399154993
134,4961.75166316968
135,3859.9898977662137
136,3893.021009160795
137,3699.9611642065856
138,4735.466700403787
139,3733.2984868544295
140,3871.1665493346572
141,4622.364685768136
142,3605.809480313852
143,3375.761842643332
144,4247.555526269477
145,3738.642051002505
146,4712.730296479517
147,3900.972130111443
148,5106.032758726646
149,4173.661688444245
150,5147.08464021599
151,3491.0568198496435
152,4881.717826939881
153,5185.882384488559
154,3961.3449829488886
155,5259.916408812365
156,3643.2058498779925
157,4153.38899252192
158,3814.8108702161144
159,3678.4768839193375
160,3791.4337373730223
161,3718.5950642041635
162,3556.475863378093
163,3331.984960011722
164,4978.218876196205
165,3761.486050683883
166,5199.92855290343
167,4763.38155757449
168,3836.5630329669184
169,3750.163588637439
170,5286.646198076078
171,3682.6966118454125
172,5197.690174503051
173,3660.1544509423384
174,3592.4085982060933
175,4070.627557000137
176,4220.463905992771
177,4557.912948127265
178,5066.890915114428
179,3546.1735626904983
180,3950.075050369964
181,4321.318947784697
182,4002.212106546415
183,4384.774202630115
184,4602.349488131339
185,4401.779521572779
186,4864.510057409998
187,5032.417343152167
188,3568.9063444893063
189,3382.067260884728
190,3968.8173413568693
191,3853.457447315503
192,4105.688516173474
193,4190.895961899898
194,4936.491475825062
195,5052.292970496921
196,4302.918522206981
197,5201.609067170755
198,3818.039923504072
199,3668.3993355800385
200,3799.16631122927
201,4696.857985308551
202,3837.884684785022
203,4770.680723975034
204,4236.202247775069
205,3688.593020984151
206,3889.9302779007107
207,4216.820972247319
208,4754.205588881639
209,4863.560861355027
210,3555.8853207214484
211,3648.012569878467
212,3493.0780936093483
213,3914.925874312771
214,3876.339859100066
215,3860.0976936733446
216,5151.220447078723
217,3866.273920978543
218,4213.127135402515
219,3990.643820681719
220,3607.478583418019
221,3627.530624039494
222,4710.147662481343
223,4067.350201306238
224,4757.978578517485
225,4677.062826454293
226,4094.30897532289
227,4058.2035557571085
