id,Body Mass (g)
0,4367.621281300435
1,5660.038511092205
2,3621.4717965376813
3,3315.4690099027503
4,3533.4649896622614
5,4211.157015651725
6,4569.667029794629
7,5314.348109334229
8,4803.201672147643
9,4078.596172995777
10,4192.459010061131
11,4602.662638576857
12,4682.419599087124
13,4704.472487076929
14,5106.667573241573
15,5291.319352156952
16,4264.146737314051
17,3932.2334207903045
18,3456.333908760923
19,3634.0041319675333
20,4259.8116499794505
21,5525.853578854444
22,5437.41665286551
23,4117.756673973459
24,3420.3780694017023
25,4573.116834105211
26,3505.1551159004352
27,4109.401424153673
28,4185.337751455545
29,4844.1847765271805
30,3598.9069957611987
31,4719.125179310089
32,3504.9288604711064
33,4936.265838292591
34,4048.744374756172
35,3247.1608422529657
36,4617.742519386322
37,3814.065305037028
38,4126.521863317541
39,4688.3592587879575
40,4142.1488111307335
41,3685.067045827758
42,4052.8066348554103
43,5358.593141537194
44,3763.9768609721436
45,4776.361990773081
46,3668.005312416046
47,4316.213162761637
48,4739.824927586041
49,5541.571619668456
50,3715.0612501189694
51,4186.121466889446
52,3416.204519355815
53,4220.3128084855725
54,4215.443861106403
55,4192.181612941277
56,4777.897625564862
57,4140.904902931909
58,4711.726808303016
59,3566.0772936631206
60,4223.1373757267975
61,3606.9039722501975
62,4041.7987951823634
63,5460.539001089221
64,3430.880882183624
65,4215.673892833862
66,4168.977740182005
67,4692.120986641848
68,3850.072263580427
69,3977.837266630551
70,4746.420179915873
71,3375.676883053565
72,3553.342347937501
73,3467.058025046633
74,5426.111108906327
75,4432.105342730177
76,3368.5566789722534
77,3976.976286315987
78,5331.800884380863
79,4785.19377287085
80,4120.883737876125
81,3551.9847582425264
82,4199.673201606771
83,4826.2266167981625
84,5194.650383074896
85,4139.022365115368
86,5338.715829878018
87,4319.685337376648
88,3540.2507383850952
89,5121.294566402184
90,4495.473418893346
91,3649.28093760574
92,3705.1598778464218
93,3664.5301036728683
94,3382.9654177023085
95,3476.840506176758
96,3636.3705114606087
97,3313.6483581629673
98,4937.08938080261
99,4172.981019892059
100,3576.2682400887265
101,3263.9217234066964
102,3403.8083575165647
103,5327.448999401701
104,5902.262631132163
105,3259.526760591114
106,5302.5295591369795
107,5385.407027558322
108,4174.808354143579
109,3446.0427443120357
110,4474.1851194724395
111,3327.8365441489627
112,4100.254909609246
113,4069.8803711723244
114,5236.386184232691
115,3906.1468115555904
116,3615.218190718056
117,3493.1536401432154
118,4323.037493889444
119,3923.3646473260355
120,4037.5417447433333
121,5262.3506658819315
122,3563.494015615832
123,4354.035651132446
124,4104.982732774948
125,4079.651986949115
126,5256.8255661689645
127,4252.021703366236
128,3461.814575073183
129,3830.2911756210915
130,4100.136698079892
131,3959.5206713863286
132,5350.163723047531
133,5315.995345443279
134,5243.266507628854
135,4026.94116351293
136,3668.508227960652
137,3483.2130767226913
138,4632.3930816372285
139,3490.5042267041285
140,3916.9490086434935
141,4559.291644414728
142,3237.9356796745888
143,3373.855175785193
144,4273.1083565596
145,3402.659750146494
146,4612.21366436462
147,3700.889574052505
148,5413.074353401615
149,4302.114555175333
150,5419.74721079813
151,3535.3946638944212
152,4994.361387224133
153,5324.849059998173
154,4196.782416282434
155,5636.682114069531
156,3553.7878750285563
157,4140.5329501304
158,3560.9945908937675
159,3471.335033144099
160,4018.132906902937
161,3413.9163094872542
162,3309.506897108834
163,3221.7505246843593
164,5334.204242624217
165,3524.284266705179
166,5419.667565972852
167,4744.392141454331
168,3989.189625536969
169,3829.7114144059083
170,5510.8487849040475
171,3436.5615935025717
172,5326.4658276322925
173,3416.2222676183032
174,3528.4149254535123
175,4126.99154829242
176,4199.595814636697
177,4636.517074603841
178,5391.570266262634
179,3460.4045760896206
180,3932.9863893631064
181,4334.983839304081
182,3954.987635581723
183,4338.861102700158
184,4495.260792035518
185,4419.4332152236275
186,4886.221903634125
187,5330.945857647181
188,3428.945643251114
189,3103.9507008639666
190,4250.601595129492
191,3546.9442765115705
192,3771.3307400714302
193,4153.889242257612
194,4957.051863018375
195,5391.026055996862
196,4343.298658056873
197,5334.303330620699
198,3570.911774803514
199,3473.303787631669
200,3832.6828522118226
201,4621.674329096194
202,3874.3502052797307
203,4734.44900235637
204,4326.66151564775
205,3527.8615057196016
206,3547.1640816215545
207,4252.329357274344
208,4798.200329392398
209,4977.338749182283
210,3261.512847779173
211,3421.3411342888407
212,3401.394504706176
213,3748.8507420534397
214,3621.596465044842
215,3937.9326632052043
216,5467.830820424923
217,3689.7944324313466
218,4235.778256672131
219,4061.3728088138223
220,3639.9446323890597
221,3522.3974822593455
222,4677.9400902724665
223,4102.40177074757
224,4724.760017652966
225,4745.5641620808965
226,4089.1818440136667
227,4142.377158970721
