id,Body Mass (g)
0,4354.604925576869
1,5678.943594704756
2,3621.805941268899
3,3286.96471025553
4,3548.705642296064
5,4205.319476526822
6,4568.180624809143
7,5318.463845535469
8,4790.126427402902
9,4087.1107587416022
10,4165.57519595653
11,4615.422864117253
12,4673.1349804428655
13,4719.408467702902
14,5144.618847051641
15,5316.630781012816
16,4283.398010177625
17,3922.7779027916117
18,3442.5279332635846
19,3658.518459124651
20,4210.891289446233
21,5517.492659103353
22,5447.057516777877
23,4122.199464368011
24,3394.25292696407
25,4579.80557959942
26,3464.762553573126
27,4164.076709297011
28,4132.598735133745
29,4855.258784609796
30,3591.9473922510024
31,4718.612804336489
32,3496.0806808657044
33,4923.2833512845555
34,4047.962602469286
35,3292.5572775701694
36,4659.837203813391
37,3763.2371984755987
38,4089.5387699288194
39,4719.116974712437
40,4145.03339830568
41,3618.456853355053
42,4071.24585498848
43,5367.674451002523
44,3746.363985339762
45,4799.3886594559435
46,3634.941451172813
47,4273.485950844495
48,4752.362191776957
49,5560.294082143627
50,3666.835281128875
51,4164.505702609415
52,3446.120313876589
53,4172.287941361323
54,4213.270146381434
55,4256.67236419434
56,4795.688684913406
57,4100.113070719034
58,4715.173721222496
59,3498.0265228355306
60,4227.20987985032
61,3554.6021831553085
62,4042.727176056264
63,5458.724509633205
64,3471.80888658855
65,4214.682689690084
66,4139.985038479565
67,4690.717468578523
68,3849.3085700256343
69,3961.7711306391216
70,4743.812598346437
71,3381.6812662884895
72,3562.0809216397756
73,3425.0368932065985
74,5436.598091628503
75,4394.057434669093
76,3361.474147967232
77,3979.4677245475086
78,5339.668684240576
79,4756.208591928027
80,4134.295427540936
81,3569.5214141757083
82,4170.631808478731
83,4816.210353817543
84,5190.771227760736
85,4145.761859902686
86,5352.015981029983
87,4353.755459104267
88,3527.0907358501568
89,5152.1728585370165
90,4524.3106822130785
91,3679.9380202775947
92,3675.9889222028432
93,3613.476500951174
94,3380.416959566367
95,3466.6296131789854
96,3589.4224248368882
97,3381.7400739664754
98,4898.86955240277
99,4178.756935499062
100,3592.1539248330832
101,3231.9466340723093
102,3370.8418947170744
103,5328.802751013225
104,5907.249479444635
105,3238.142983270762
106,5321.304294496113
107,5402.926279851472
108,4122.253354823243
109,3397.363923305013
110,4495.14491004847
111,3299.8602413356098
112,4061.2281791482633
113,4065.034440836256
114,5215.0949052161895
115,3887.6990514432114
116,3598.1397299900837
117,3454.707568237553
118,4402.084094049179
119,3949.2856261844854
120,4065.6184145151974
121,5307.147188379206
122,3507.4882690034465
123,4303.277055418528
124,4090.136884706263
125,4087.88773382922
126,5265.562940594433
127,4195.309432440977
128,3442.002342683606
129,3799.2312917427967
130,4142.263581876085
131,3948.5936143341237
132,5370.351239787276
133,5323.796646239987
134,5280.106902293632
135,4025.107563593833
136,3621.7415432359635
137,3481.2545805852114
138,4615.600526814163
139,3491.9264104904605
140,3941.8088179477563
141,4561.528777597415
142,3183.829455429557
143,3427.196371424855
144,4225.043664007072
145,3369.637900216737
146,4632.843317149233
147,3653.071163145068
148,5435.255886874622
149,4277.653969613036
150,5408.263404902231
151,3547.9116745074534
152,4982.167854269114
153,5328.006608972182
154,4226.015957446595
155,5637.592416272507
156,3564.395872525459
157,4114.213467949122
158,3533.513758651998
159,3492.0525839677475
160,4070.707093104453
161,3386.637470577648
162,3327.852785551667
163,3270.540368163277
164,5358.7103717033615
165,3474.9606627341936
166,5428.759026144995
167,4767.671855038729
168,4025.740198426739
169,3828.657616200596
170,5517.7761054939
171,3426.952730948917
172,5323.806442870159
173,3390.8595804231745
174,3550.6264933204484
175,4113.9133882474825
176,4170.532231774156
177,4646.54291727519
178,5413.935286348891
179,3483.4359269524016
180,3941.438084742153
181,4325.982887019772
182,3967.857005314411
183,4279.971009929646
184,4517.979436962234
185,4358.464574381553
186,4909.876500478744
187,5340.065388810335
188,3450.871439883162
189,3104.075816732949
190,4291.347043249972
191,3491.5103682020303
192,3659.7171160051203
193,4131.5518520606565
194,4939.137117002436
195,5424.262688578306
196,4331.761732972329
197,5319.415039738682
198,3519.7686063624997
199,3457.540124751683
200,3865.3937960525564
201,4630.594234403546
202,3909.3168570433886
203,4739.8194947021475
204,4319.0681390557065
205,3514.168824396369
206,3492.496219991885
207,4240.611798529404
208,4830.2208371340785
209,4943.573156019788
210,3226.866668002888
211,3425.1264265814652
212,3445.0353916132854
213,3750.359893174632
214,3591.8812892150654
215,3974.3442207065564
216,5461.559158813884
217,3662.9327173840584
218,4204.26191583938
219,4051.411841900248
220,3648.3680644818796
221,3507.6954381657806
222,4677.659765492407
223,4108.2261787795
224,4741.812437228011
225,4751.94951943398
226,4091.4955084237463
227,4113.317501683528
