id,Body Mass (g)
0,4364.0298216703395
1,5603.167274178419
2,3626.2720648076347
3,3392.9140099997467
4,3383.859417395486
5,4189.070662422617
6,4600.827099809182
7,5274.300134918787
8,4781.907059043422
9,3941.0047862400793
10,4228.9374158257115
11,4602.178157268547
12,4719.59229432569
13,4702.750650773179
14,5089.668939031066
15,5248.406781100996
16,4229.6830529280705
17,3964.474233310475
18,3507.425572644944
19,3617.9074927209176
20,4201.606039525614
21,5516.906507498408
22,5409.698977954268
23,4134.301968850076
24,3447.6611786728413
25,4607.928048960771
26,3538.263779417914
27,4063.2974862055544
28,4146.477744674529
29,4794.971734153987
30,3600.193144030837
31,4757.617371263295
32,3508.086362743311
33,4936.067127945722
34,4027.768507037831
35,3252.10914817495
36,4584.907235897972
37,3727.459784282191
38,4049.080903602744
39,4650.524689376493
40,4165.488989205637
41,3657.0846574294656
42,3983.983955836013
43,5350.866586887926
44,3754.6025362269465
45,4728.638780014472
46,3666.5817583564317
47,4263.134235344714
48,4742.990523026123
49,5510.58642608497
50,3773.2563522117825
51,4106.250376789697
52,3436.438179034606
53,4236.132162604411
54,4191.931183039366
55,4117.318249280009
56,4740.181982120635
57,4093.868867175568
58,4744.8526471433315
59,3646.128725745038
60,4175.440069955588
61,3598.5644213281694
62,4041.8817529235266
63,5470.44645546175
64,3435.1209452887056
65,4193.155085817878
66,4190.59918613078
67,4674.350039024917
68,3896.659970985254
69,3980.1557898057545
70,4767.532443926387
71,3331.7681178323855
72,3537.9583641981267
73,3534.3656164152153
74,5399.672354099053
75,4400.692835051638
76,3425.994375328051
77,3992.9550031724184
78,5338.085134773996
79,4790.82228337587
80,4120.094580804851
81,3525.560852602991
82,4215.341489896273
83,4807.8352363894755
84,5238.136611668661
85,4150.153730813583
86,5308.5796696660755
87,4255.241841731371
88,3587.5050294557623
89,5132.8861631259115
90,4526.92143368496
91,3631.8560235319005
92,3658.3169875073363
93,3721.494491480593
94,3411.4055744832863
95,3494.3207334838958
96,3593.789973394752
97,3293.8435215457475
98,4944.3335874288605
99,4191.0448079172775
100,3505.329497879448
101,3318.7683477038063
102,3385.0415196168115
103,5333.888264122571
104,5796.658957460508
105,3323.1222929275564
106,5293.946083939807
107,5339.473833211303
108,4194.10959131003
109,3449.4938015970765
110,4516.39093155374
111,3401.236330305662
112,4161.560114752928
113,3981.3956035897972
114,5278.282694375171
115,3935.619226220839
116,3637.425987339252
117,3543.189345867272
118,4214.438679248109
119,3942.2348507785423
120,4010.708833718901
121,5218.899573696244
122,3541.6195773211307
123,4402.3337510609845
124,4130.39682429206
125,4086.079120712522
126,5236.309341412671
127,4197.358948232812
128,3522.857912153563
129,3787.633310472502
130,4048.226042500918
131,4007.4342139166224
132,5311.44598263736
133,5278.412395516701
134,5213.754332053722
135,3928.4365697767657
136,3619.107702791318
137,3521.606354365962
138,4677.244605949725
139,3500.6690497724057
140,3937.455917578835
141,4565.569907895291
142,3366.454754190773
143,3372.5435319559783
144,4316.050665355369
145,3459.3706691813964
146,4626.877465364581
147,3671.6133850740407
148,5378.684100008037
149,4228.7556556371665
150,5384.153853687077
151,3515.8467645064165
152,4970.991738820649
153,5346.615592950182
154,4164.125488519556
155,5587.40494963787
156,3571.852459458065
157,4160.470551235954
158,3605.3238608489037
159,3462.6465030702743
160,3986.4345248452046
161,3474.7419350358914
162,3302.82694092113
163,3233.2463263433337
164,5280.679018158365
165,3501.3484830482885
166,5392.403293515099
167,4731.170459811666
168,3953.188217563699
169,3784.0289313318613
170,5506.038196637401
171,3469.031827477178
172,5347.133851648947
173,3443.9156240480197
174,3506.0785788589496
175,4140.748559163569
176,4247.4045219682475
177,4628.806136851126
178,5337.874052223383
179,3448.871880335443
180,3976.409901889322
181,4326.266201317171
182,3982.1286135597293
183,4394.246523770614
184,4531.717579637504
185,4363.230270309445
186,4853.611354255863
187,5291.06165448352
188,3437.505387040974
189,3184.767067402935
190,4189.899130767241
191,3615.2750874050944
192,3791.913474121338
193,4170.549824839981
194,4953.2034259063585
195,5361.051800473975
196,4240.730739622006
197,5336.071818747206
198,3553.637902419022
199,3524.8742204449404
200,3852.333185749053
201,4657.824255657025
202,3859.833230380226
203,4733.459214033801
204,4238.548841895499
205,3530.689423172118
206,3602.686324495027
207,4223.17481650626
208,4775.415198721438
209,4961.82011778145
210,3333.1364366530247
211,3459.3689134233427
212,3360.1830838375454
213,3676.6901563451
214,3640.090604891778
215,3914.0646383577014
216,5431.871119456449
217,3683.0776937467044
218,4241.210612835954
219,3987.4085292480195
220,3555.686609344039
221,3568.048316661789
222,4691.947265423199
223,4120.647902679386
224,4742.562019223347
225,4720.096808379106
226,4107.817990404784
227,4100.523159239637
